name,phone,email,mc,dot,street,state,city,dot_apply_date,mc_appy_date,mc_grant_date,power_unit,driver_total,mcs_file_date
RELENTLESS TRUCKING LLC,(602) 435-5023,RELENTLESSTRUCKINGLLC@OUTLOOK.COM,1158552,3505525,29838 W HAYES ST,AZ,BUCKEYE,15-OCT-20,10/20/2020,20210120,1,1,12-JAN-22
TAYLOR TRANSPORT SERVICE LLC,(206) 779-3298,GEORGE_TAYLOR31@HOTMAIL.COM,1095141,3303519,4848 W CALLE DON MANUEL,AZ,TUCSON,24-JUN-19,03/06/2020,20210226,1,1,03-AUG-21
RIGHT AWAY ENTERPRISES LLC,(480) 868-6114,RIGHTAWAYENTLLC@GMAIL.COM,1120553,3446117,10104 W LEVI DR,AZ,TOLLESON,26-JUN-20,07/01/2020,20210226,1,2,22-JUL-21
VISTA TRUCK LINES LLC,(480) 407-7278,VISTATRUCKLINES@YAHOO.COM,1198250,3564270,15927 W YOUNG ST,AZ,SURPRISE,05-FEB-21,02/10/2021,20210226,3,3,05-MAY-21
PONCE TRANSPORT LLC,(623) 326-7506,PONCE.TRANSPORT20@GMAIL.COM,1199773,3407093,50668 W VAL VISTA RD,AZ,MARICOPA,10-MAR-20,02/12/2021,20210226,1,1,09-FEB-21
STERNS TRUCKING & TRANSPORTATION INC,(520) 909-7625,STERNS.TNT@GMAIL.COM,1222950,3600721,3423 S 89TH AVE,AZ,TOLLESON,30-MAR-21,04/02/2021,20210623,3,3,13-JAN-22
EL TUKA TRANSPORT LLC,(520) 500-6872,KJJYA5@GMAIL.COM,1230227,3611392,6110 E 32ND ST,AZ,TUCSON,13-APR-21,04/16/2021,20210623,1,1,13-APR-21
APEX AIR TECHNOLOGIES LLC,(928) 366-0087,JUNIORLOPEZ@APEXAIRTEK.COM,1240655,3626372,5924 E 37TH LN,AZ,YUMA,03-MAY-21,05/06/2021,20210623,2,2,19-OCT-21
GUARDIAN TRANSPORT SERVICES LLC,(602) 527-6287,GUARDIAN.TS.AZ@GMAIL.COM,1247604,3636046,2942 N 24TH ST STE 114,AZ,PHOENIX,16-MAY-21,05/19/2021,20210623,1,4,08-JUN-21
MUDD BROS TRUCKING LLC,(602) 291-8922,MUDDBROSTRUCKING@GMAIL.COM,1184107,3543642,2942 N 24TH ST SUITE 114-512,AZ,PHOENIX,04-JAN-21,01/07/2021,20210125,1,1,01-MAR-21
GALLOS TRUCKING LLC,(520) 661-3761,ESTRADALUISGALLO@GMAIL.COM,1200646,3567678,307 E PATAGONIA HWY,AZ,NOGALES,10-FEB-21,02/16/2021,20210601,1,1,10-FEB-21
CHIEF ACES TRUCKING LLC,,CHIEFACES50@GMAIL.COM,1224809,3603460,112 E JOSEPH WAY,AZ,GILBERT,01-APR-21,04/06/2021,20210601,1,1,30-SEP-21
GUNNER 11 TRUCKING INC,(480) 369-9009,SAIDGUNNER11@GMAIL.COM,1235727,3619373,4707 E MCDOWELL RD APT 2158,AZ,PHOENIX,23-APR-21,04/28/2021,20210601,1,1,23-AUG-21
MAGYC MAN TRANSPORT LLC,(623) 428-9888,LDUKES76@GMAIL.COM,1239813,3625203,3948 E MORELOS ST,AZ,GILBERT,01-MAY-21,05/05/2021,20210601,1,1,21-MAY-21
TRIPLE C TRUCKING LLC,(480) 212-3080,INFO@TRIPLECTRUCKINGLLC.COM,1240077,3625571,6901 E CHAUNCEY LN APT 2195,AZ,PHOENIX,03-MAY-21,05/06/2021,20210601,1,3,23-MAY-21
RWR TRUCKING LLC,(623) 986-1211,,1242691,2167294,22857 N 83RD AVE,AZ,PEORIA,24-JUN-11,05/11/2021,20210601,1,1,06-MAY-21
S & S TRUCKING LLC,,SSTRUCKING104@GMAIL.COM,1244238,3631231,55 LAKE HAVASU AVENUE S   #F-643,AZ,LAKE HAVASU CITY,10-MAY-21,05/13/2021,20210601,1,1,11-MAY-21
C & O TRANSPORT LLC,(786) 597-8761,COTRANSPORTLLC21@GMAIL.COM,1244536,3631564,2692 N 73RD GLN,AZ,PHOENIX,10-MAY-21,05/14/2021,20210601,1,1,10-MAY-21
EXPRESS VAN LINES MOVING AND STORAGE LLC,(847) 373-6222,LIOR-COHEN@HOTMAIL.COM,1184480,3544171,2250 E DEER VALLEY RD UNIT 30,AZ,PHOENIX,05-JAN-21,01/08/2021,20210219,1,2,05-JAN-21
TELEPORT TRANSPORT LLC,(619) 534-0140,MOHAMEDSHANE5150@GMAIL.COM,1185129,3545100,7772 W PIPESTONE PL,AZ,PHOENIX,06-JAN-21,01/11/2021,20210219,1,1,22-FEB-21
O & B TRANSPORTATION LLC,(480) 430-6759,OTTO.BARO@GMAIL.COM,1188412,3221400,12413 W ASTER DR,AZ,EL MIRAGE,11-DEC-18,01/19/2021,20210219,2,2,13-JAN-21
HM TRANSPORTATION LLC,(480) 859-3117,HAIDER176@YAHOO.COM,1189347,3551156,12890 N 86TH LN,AZ,PEORIA,15-JAN-21,01/21/2021,20210219,1,1,24-MAR-21
EL GOLO TRANSPORT LLC,(602) 503-0961,PROCOM4X4@HOTMAIL.COM,1192149,3555340,5203 N 78TH DR,AZ,GLENDALE,22-JAN-21,01/27/2021,20210219,1,2,22-JAN-21
MCCURDY HOTSHOT HAULING LLC,(307) 670-1684,PKMCCURDY@GMAIL.COM,1193362,3557082,9310 EAST MAIN ST LOT 198,AZ,MESA,25-JAN-21,01/28/2021,20210219,1,1,17-MAY-21
RAJO TRANSPORTATION LLC,(480) 444-6430,CADIWALI23IBRAHIM@GMAIL.COM,1329968,3748838,2601 N 36TH ST APT D102,AZ,PHOENIX,21-OCT-21,10/26/2021,20211210,1,1,21-OCT-21
AMB LOGISTICS LLC,(208) 654-8262,AVERYBECK3@GMAIL.COM,1330258,3749214,16558 W LILAC ST,AZ,GOODYEAR,21-OCT-21,10/26/2021,20211210,1,1,02-DEC-21
ACE TRANSPORTATION LLC,(602) 348-6301,ACETRANSPORTATIONAZLLC@GMAIL.COM,1338958,3761051,4117 N 30TH DR,AZ,PHOENIX,09-NOV-21,11/15/2021,20211210,1,1,09-NOV-21
FALCON TRANSFER EXPRESS LLC,(623) 570-5751,REGULATORY@FINOCOMPANY.COM,1339657,3748556,3013 N 89TH DR,AZ,PHOENIX,21-OCT-21,11/16/2021,20211210,1,1,17-NOV-21
SIPLA HOLDINGS LLC,(818) 456-9771,JPSIPLA@YAHOO.COM,1344207,3768225,1320 TERRACE VIEW DR,AZ,PRESCOTT,19-NOV-21,11/24/2021,20211210,2,1,23-NOV-21
GOOD SHEPHERD TRANSPORTATION LLC,(602) 531-2997,GRSHEP32@GMAIL.COM,1344282,3768343,4094 E RUSTLER WAY,AZ,GILBERT,19-NOV-21,11/24/2021,20211210,1,1,19-NOV-21
INCREDIBLE TRUCKS LLC,(262) 434-9340,ANOTHONY0102@GMAIL.COM,1344390,3768500,1755 N PEBBLE CREEK PKWY # 1028,AZ,GOODYEAR,19-NOV-21,11/24/2021,20211210,1,1,22-NOV-21
K & K HAULING LLC,(509) 306-9847,KNKHAULINGLLC@GMAIL.COM,1344569,3390868,5625 W  MILADA DRIVE,AZ,LAVEEN,04-FEB-20,11/24/2021,20211210,1,1,19-JAN-22
SOS TOW & TRANSPORT,(480) 518-5483,TRUCKINGFORJESUS13@GMAIL.COM,1097061,3405782,3310 W BELL RD STE 262,AZ,PHOENIX,08-MAR-20,03/11/2020,20210203,3,1,11-JUN-21
CONEXION TRK INC,(608) 774-4262,CSR2@INSURE-ZONE.COM,1185764,3545994,1053 S ARENA DR,AZ,YUMA,07-JAN-21,01/12/2021,20210308,1,1,07-JAN-21
CRA TRANSPORTATION LLC,(623) 216-2117,CRATRANSPORTATION@GMAIL.COM,1186928,3547643,3759 W GARDENIA AVE,AZ,PHOENIX,11-JAN-21,01/14/2021,20210308,1,1,27-JAN-22
E & J TRANSPORTATION LLC,(602) 435-3550,EJTRANSPORTATIONS@YAHOO.COM,1187063,2502805,5611 N 31 AVE,AZ,PHOENIX,05-MAY-14,01/14/2021,20210308,2,2,13-JAN-21
300 TRANSPORTATION LLC,(602) 396-8328,M.SERGIO60@YAHOO.COM,1189613,3551578,1877 S 157TH DR,AZ,GOODYEAR,15-JAN-21,01/21/2021,20210308,1,1,15-JAN-21
LEXMON LLC,(779) 279-7735,AALEXKAMAU@GMAIL.COM,1199666,3566231,210 N MCQUEEN RD #25,AZ,CHANDLER,09-FEB-21,09/09/2021,20210924,1,1,13-OCT-21
LEXMON LLC,(779) 279-7735,AALEXKAMAU@GMAIL.COM,1199666,3566400,3255 W CARTER RD,AZ,PHOENIX,09-FEB-21,09/09/2021,20210924,1,2,09-FEB-21
PRIDE TRANSPORT INC,(510) 240-2500,PRIDEBELL19@GMAIL.COM,1236721,3620801,19819 N 47TH DR,AZ,GLENDALE,26-APR-21,04/29/2021,20210924,1,2,03-NOV-21
EXCALIBUR FREIGHT SYSTEM LLC,(520) 415-4801,JUANWATSON@ICLOUD.COM,1284953,3687302,180 OLD TUCSON RD UNIT B,AZ,NOGALES,26-JUL-21,07/29/2021,20210924,2,2,08-SEP-21
JU HAUL EXPRESS LLC,(602) 284-5429,JUHAULEXPRESS@YAHOO.COM,1287868,3691235,19132 EAST KINGBIRD DR,AZ,QUEEN CREEK,31-JUL-21,08/04/2021,20210924,1,2,20-DEC-21
H&L TRANSPORTATION LLC,(623) 213-4287,TRANSPORTATIONHLLLC@GMAIL.COM,1295691,3701975,2730 N 138TH AVE,AZ,GOODYEAR,16-AUG-21,08/19/2021,20210924,1,2,16-AUG-21
GIRLDAD TRUCKING AND SERVICES LLC,(480) 980-9187,WALTER_R_ROBERSON@YAHOO.COM,1300025,3664093,5912 W WOLF ST,AZ,PHOENIX,23-JUN-21,09/10/2021,20210924,1,1,14-SEP-21
ANDERZONA TRANSPORT LLC,(425) 231-8925,KJSTILLING@GMAIL.COM,1305041,3714625,12437 E CAMINO LOMA VIS,AZ,YUMA,02-SEP-21,09/08/2021,20210924,1,1,01-DEC-21
DESERT DIESEL TRANSPORTATION LLC,(480) 202-0461,INFO@DESERTDIESELTRANS.COM,1305415,3715151,424 N MOUNTAIN RD,AZ,MESA,02-SEP-21,09/08/2021,20210924,1,1,02-SEP-21
BEAUTY PLUS PRODUCTS LLC,(626) 560-2527,JUDEHUANJUN@GMAIL.COM,1305428,3715177,16234 N 11TH ST,AZ,PHOENIX,02-SEP-21,09/08/2021,20210924,1,1,02-SEP-21
RMG TRANSPORT LLC,(786) 603-3858,MOLLINEDOROLANDO6@GMAIL.COM,1306066,3715999,9624 N 52ND DR,AZ,GLENDALE,03-SEP-21,09/09/2021,20210924,1,1,03-SEP-21
MZ TRANS LLC,(623) 259-2182,MAMOUNSALH040@GMAIL.COM,1306920,3674544,9773 S DARROW DR,AZ,TEMPE,08-JUL-21,09/10/2021,20210924,2,2,29-OCT-21
MATT D QUICK,(602) 628-5311,QUIXLOGISTIX@GMAIL.COM,1126124,3440021,1270 W DANISH RED TRL,AZ,SAN TAN VALLEY,14-JUN-20,07/22/2020,20210604,1,1,12-JAN-22
DAISY DIAZ,(520) 285-9372,DYDIAZ2017@GMAIL.COM,1143742,3482923,188 ACEBO CT,AZ,RIO RICO,07-SEP-20,09/10/2020,20210604,1,1,07-SEP-20
ALG TRUCKING LLC,(361) 425-9792,ALGTRUCKINGPHX@GMAIL.COM,1204832,3573942,21385 E INDEPENDENCE WAY,AZ,RED ROCK,22-FEB-21,02/25/2021,20210604,1,2,20-APR-21
COLORADO LOGISTICS LLC,(520) 988-5811,VACY0529@GMAIL.COM,1231540,3613310,91 E MAYRA DR LOT 4,AZ,NOGALES,15-APR-21,04/20/2021,20210604,1,1,21-DEC-21
KME TRUCKING LLC,(602) 887-3520,KAREEM@KMETRUCKING.COM,1291148,3695784,6424 E GREENWAY PKWY STE 100,AZ,SCOTTSDALE,06-AUG-21,08/11/2021,20210928,1,1,22-SEP-21
HK FLEET LLC,(701) 425-7238,HKFLEETLLC@GMAIL.COM,1300915,3708984,14221 N 51ST AVE APT 2183,AZ,GLENDALE,25-AUG-21,08/30/2021,20210928,1,1,25-AUG-21
WAGADU LOGISTICS LLC,(646) 818-5681,WAGADU.IT@GMAIL.COM,1302766,3711498,839 W RAY RD APT 3,AZ,CHANDLER,28-AUG-21,09/01/2021,20210928,1,2,17-JAN-22
VALE PROPERTIES & CONSULTING LLC,(480) 261-5168,THOMAS.VALE03@GMAIL.COM,1182441,3498841,4706 W NICOLET AVE,AZ,GLENDALE,05-OCT-20,04/23/2021,20210507,1,2,02-NOV-21
MAGENTA LOGISTICS LLC,(619) 415-9610,MAGENTALOGISTICSLLC@GMAIL.COM,1193101,3556718,6970 S PLACITA DEL PERONE,AZ,TUCSON,25-JAN-21,01/28/2021,20210507,1,1,25-JAN-21
GAAAR LLC,(626) 209-5034,GAAAR1993@GMAIL.COM,1216194,3590812,22769 W ASHLEIGH MARIE DR,AZ,BUCKEYE,17-MAR-21,03/22/2021,20210507,1,1,17-MAR-21
DEPENDABLE TRANSPORTS LLC,(520) 987-6537,AMORENOTRUCK07@GMAIL.COM,1224497,3602972,1364 CALLE MARTINETTE,AZ,RIO RICO,01-APR-21,04/06/2021,20210507,1,4,01-APR-21
CASTILLOS LOGISTICS SERVICES LLC,(832) 815-3615,ROLANDOCASTILLO38@YAHOO.ES,1229042,3609632,132 W IAN DR,AZ,PHOENIX,11-APR-21,04/14/2021,20210507,1,1,26-JAN-22
P C TRUCKING LLC,(480) 309-1479,PETERCASILLAS@ICLOUD.COM,1229698,3610605,2825 W HIDALGO AVE,AZ,PHOENIX,12-APR-21,04/15/2021,20210507,1,4,05-MAY-21
LONG & LONG LOGISTICS LLC,(623) 777-9574,LONGNLONGLLC@GMAIL.COM,1232368,3614563,1515 S EXTENSION RD APT 2003,AZ,MESA,16-APR-21,04/21/2021,20210507,1,1,26-APR-21
MASHPORT TRUCKING LLC,(520) 668-5883,LHONEYCUTT3279@GMAIL.COM,1233179,3615661,2772 W AVENIDA AZAHAR,AZ,TUCSON,20-APR-21,04/23/2021,20210507,2,2,09-DEC-21
ABC AUTO TRANSPORT LLC,,ARLEY2009@HOTMAIL.COM,1233674,3616345,3109 W CACTUS RD,AZ,PHOENIX,20-APR-21,04/23/2021,20210507,1,1,20-APR-21
JDO HOT SHOT LLC,(949) 338-0508,JUSTOCON56@GMAIL.COM,1233691,3616365,5971 E QUAIL TRACK DR,AZ,SCOTTSDALE,20-APR-21,04/23/2021,20210507,1,1,20-APR-21
JDO HOT SHOT LLC,(949) 338-0508,JUSTOCON56@GMAIL.COM,1233691,3623346,5971 E QUAIL TRACK DR,AZ,SCOTTSDALE,28-APR-21,04/23/2021,20210507,2,4,28-APR-21
VA TRANSPORTATION LLC,(928) 336-8350,VATRANSPORTATION.YUMAAZ@GMAIL.COM,1091246,3393908,17707 S AVENUE A,AZ,SOMERTON,10-FEB-20,02/13/2020,20210105,1,1,17-JAN-22
FANNELL ENTERPRISE LLC,(678) 615-5511,FANNELLENTERPRISE@GMAIL.COM,1143995,3483350,591 E PLAZA CIR UNIT 2172,AZ,LITCHFIELD PK,08-SEP-20,09/11/2020,20210105,1,1,27-NOV-20
BOMECA TRUCKING LLC,(916) 296-2193,BUETTNER.DUSTIN95@GMAIL.COM,1164660,3514886,351 N PEART RD APT 215,AZ,CASA GRANDE,02-NOV-20,11/05/2020,20210419,1,1,12-MAY-21
RAZOR FREIGHT LLC,(480) 281-2048,INFO@RAZORFREIGHTARIZONA.COM,1193804,3389416,3260 N HAYDEN RD STE 210,AZ,SCOTTSDALE,30-JAN-20,01/29/2021,20210419,2,1,26-JAN-21
KING TRANSPORTATION LLC,(602) 488-2201,OSVALDOMUNOZ28@YAHOO.COM,1196466,3561725,4907 W FRIER DR,AZ,GLENDALE,02-FEB-21,02/05/2021,20210419,1,1,04-MAY-21
WILLIAM DOROTHY LLC,(208) 569-1012,MWAMBA11@YAHOO.COM,1207841,3578367,730 E MCKELLIPS RD APT C128,AZ,TEMPE,01-MAR-21,03/04/2021,20210419,1,1,14-APR-21
DODD TRUCKING LLC,(480) 213-8816,LAWRENCEDODD1@GMAIL.COM,1219238,3595267,2129 N 77TH DR,AZ,PHOENIX,23-MAR-21,03/26/2021,20210419,1,1,22-APR-21
AART TRANSPORTATION LLC,(480) 278-6062,ARZUJAHANGIROVA@GMAIL.COM,1220689,3597403,2050 W DUNLAP AVE #23,AZ,PHOENIX,25-MAR-21,03/30/2021,20210419,1,2,27-APR-21
TRUST B &T TRANSPORTATION LLC,(602) 434-3832,TRUSTBNT@GMAIL.COM,1276065,3675287,13391 W IRONWOOD ST,AZ,SURPRISE,09-JUL-21,07/14/2021,20210913,1,1,29-NOV-21
DELSI TRANSPORT LLC,(520) 709-0051,DELSIMIKE@ICLOUD.COM,1276919,3676433,667 W PRICKLY PEAR DR,AZ,CASA GRANDE,11-JUL-21,07/14/2021,20210913,1,1,14-SEP-21
1ST SIGHT TRANSPORTATION LLC,(602) 824-2492,PEGUERO1982@GMAIL.COM,1289063,3692926,2039 E CATHY CT,AZ,GILBERT,03-AUG-21,08/25/2021,20210913,1,1,13-AUG-21
R AND C LOGISTICS LLC,(623) 221-4454,INFO@RANDCLOGISTICS.COM,1298805,3706140,4600 E WASHINGTON ST STE 300,AZ,PHOENIX,20-AUG-21,08/25/2021,20210913,1,1,30-AUG-21
WINCASTLE TRUCKING LLC,(520) 450-6916,WINCASTLETRUCKINGLLC@GMAIL.COM,1299343,3706782,45173 W SANDHILL RD,AZ,MARICOPA,22-AUG-21,08/26/2021,20210913,1,1,23-AUG-21
REYES EXPRESS LLC,(480) 326-3127,RON_REYES66@MSN.COM,1186489,3547023,1530 W ORCHID LN,AZ,CHANDLER,09-JAN-21,01/13/2021,20210405,1,1,24-JAN-22
CORE TRANSPORT SERVICES LLC,(602) 918-3682,ELVINCORE@YAHOO.COM,1204386,3573275,12042 W BELMONT DR,AZ,AVONDALE,19-FEB-21,02/24/2021,20210405,1,1,19-FEB-21
GROUNDX CORP,,GROUNDXCORP@GMAIL.COM,1206312,3576137,16165 NORTH 83RD AVE. SUITE 200,AZ,PEORIA,24-FEB-21,03/01/2021,20210405,5,5,18-SEP-21
KLINES TRANSPORT LLC,(765) 420-0030,KLINES7700@YAHOO.COM,1209271,3580494,8817 N 53RD DR,AZ,GLENDALE,03-MAR-21,03/08/2021,20210405,1,1,03-MAR-21
LOGISTICSENSE TRUCKING SOLUTIONS LLC,(706) 407-0793,PERMITS@FMCSAPROCESSAGENTS.COM,1210445,3582276,1810 W SOUTHERN AVE STE 103,AZ,PHOENIX,05-MAR-21,03/10/2021,20210405,3,4,05-MAR-21
PESQUEIRA TRUCKING LLC,(520) 313-8705,PESQUEIRATRUCKING@GMAIL.COM,1213028,3586119,494 AVENIDA PAPALOTE,AZ,RIO RICO,10-MAR-21,03/15/2021,20210405,1,1,17-OCT-21
STEELE EXPRESS LLC,(800) 714-6950,STEELEEXPRESS@OUTLOOK.COM,1214934,3588967,15508 W BELL RD SUITE 101 232,AZ,SURPRISE,15-MAR-21,03/18/2021,20210405,1,1,05-JAN-22
R CELY TRANSPORTATION LLC,(928) 273-3659,R.CELITRANSPORT21@GMAIL.COM,1268448,3664769,2370 S PUMA CIR,AZ,COTTONWOOD,24-JUN-21,06/29/2021,20210923,1,1,24-JUN-21
AAA TRANSPORTATION LLC,(623) 666-4297,AAATRANSPORT2021@GMAIL.COM,1275895,3675059,19501 N 67TH DR,AZ,GLENDALE,08-JUL-21,09/07/2021,20210923,3,3,13-JUL-21
MENDOZA TRANSPORT LLC,(520) 252-2655,JMENDOZA1325@ICLOUD.COM,1294709,3700664,4369 E APPALOOSA DR,AZ,ELOY,13-AUG-21,08/18/2021,20210923,1,1,10-SEP-21
CAMUS LOGISTICS LLC,(520) 860-1014,VRODRIGUEZ@CAMUSLOGISTICS.COM,1295487,3701711,380 CANCUN CT,AZ,RIO RICO,15-AUG-21,08/18/2021,20210923,1,1,10-NOV-21
C & L TRUCKING LLC,(602) 367-5137,CARPIOLUIS186@GMAIL.COM,1295839,3702170,12908 S 187TH AVE,AZ,BUCKEYE,16-AUG-21,08/19/2021,20210923,1,2,28-SEP-21
QUANTUM LOGISTICS LLC,(701) 214-7140,QUANTUMLOGISTICS1@HOTMAIL.COM,1296398,3702907,4202 E CACTUS RD APT 2312,AZ,PHOENIX,17-AUG-21,08/20/2021,20210923,1,4,17-AUG-21
SAGUARO TRANSPORT LLC,(480) 765-8727,JCODYB2@GMAIL.COM,1300957,3709041,1450 E GERMANN RD APT 2135,AZ,CHANDLER,25-AUG-21,08/30/2021,20210923,1,2,25-AUG-21
REDLINE LOGISTICS LLC,(480) 738-0863,FERNR86@GMAIL.COM,1301712,3710039,3112 W DESERT LN,AZ,LAVEEN,26-AUG-21,08/31/2021,20210923,1,1,26-AUG-21
TWO PEEPS TRANSPORT LLC,(520) 820-0127,MOBRAYJON@GMAIL.COM,1302546,3711192,4030 E PINTO LN UNIT 2,AZ,TUCSON,27-AUG-21,09/01/2021,20210923,1,1,24-JAN-22
DGS TRANSPORT LLC,(918) 691-6270,DONSCHIRR@YAHOO.COM,1304407,3713719,2580 E SAN RAFAEL TRL,AZ,CASA GRANDE,01-SEP-21,09/07/2021,20210923,1,1,01-SEP-21
1 TEKNEEK TRANSPORTATION LLC,(623) 332-1987,1TEKNEEKTRANSPORTATION@GMAIL.COM,1304827,3714319,25819 W DUNLAP RD,AZ,BUCKEYE,01-SEP-21,09/07/2021,20210923,1,1,21-SEP-21
G & R TRUCKING LLC,(720) 410-4410,ROSALVAREZ.VARE@GMAIL.COM,1304917,2994341,7007 W INDIAN SCHOOL RD #1498,AZ,PHOENIX,06-APR-17,09/07/2021,20210923,1,1,04-JAN-19
G & R TRUCKING LLC,(562) 353-9372,GRTRUCKINGYUMA@GMAIL.COM,1304917,3714453,1817 W 6TH PL,AZ,YUMA,01-SEP-21,09/07/2021,20210923,1,1,01-SEP-21
CARGOXPRSS,(480) 479-9205,JOSHUAWARE23@GMAIL.COM,1239946,3625381,17031 N 11TH AVE APT 2002,AZ,PHOENIX,02-MAY-21,05/05/2021,20210527,1,4,02-MAY-21
CAPT RON'S TRANSPORT LLC,(928) 916-3463,CAPTRONSTRANSPORT@GMAIL.COM,1242433,3628819,29109 E NAPA AVE,AZ,WELLTON,06-MAY-21,05/11/2021,20210527,1,1,06-MAY-21
EXCEPTIONAL SERVICES LOGISTICS LLC,(602) 218-2029,EXCEPTIONALSERVICE@YAHOO.COM,1250993,3640819,36607 W COSTA BLANCA DR,AZ,MARICOPA,21-MAY-21,05/26/2021,20210817,3,2,01-SEP-21
RED GOLD TRANSPORTATION LLC,(602) 573-2419,REDGOLDTRANSPORTATION@GMAIL.COM,1252980,3643481,7500 S 16TH ST APT 6,AZ,PHOENIX,25-MAY-21,05/28/2021,20210817,1,1,30-NOV-21
HUDSON LOGISTICS & SHIPPING LLC,(414) 759-4192,HUDSONLOGISTICS244@GMAIL.COM,49979,3674361,8013 W WOOD LN,AZ,PHOENIX,08-JUL-21,07/13/2021,20210817,1,1,08-JUL-21
KINA TRUCKING LLC,(623) 451-8904,DANIEL13ARROYO@GMAIL.COM,1304802,3714283,2911 S 95TH DR,AZ,TOLLESON,01-SEP-21,09/07/2021,20211129,1,1,28-SEP-21
RONIN FREIGHT LOGISTICS LLC,(480) 841-5355,RONINFREIGHTLOGISTICS@GMAIL.COM,1315178,3728448,15446 N GREENWAY HAYDEN LOOP UNIT 1088,AZ,SCOTTSDALE,22-SEP-21,09/27/2021,20211129,2,2,24-JAN-22
TRUSTED TRUCKING SOLUTIONS LLC,(602) 228-1826,TRBURGESS87@YAHOO.COM,1332785,3752684,9393 E PALO BREA BEND APT 2054,AZ,SCOTTSDALE,27-OCT-21,11/01/2021,20211129,1,1,03-DEC-21
GMAN TRANSPORT LLC,(602) 348-0555,DANIELBUCHHOLZ1990@GMAIL.COM,1337105,3758574,9302 E BROADWAY RD LOT 103,AZ,MESA,04-NOV-21,11/09/2021,20211129,2,2,29-DEC-21
602 TRUCKING LLC,(602) 469-6080,RELOAD1963@GMAIL.COM,1337383,2527165,6330 S 27TH AVE,AZ,PHOENIX,24-JUL-14,11/10/2021,20211129,4,4,24-JUL-14
602 TRUCKING LLC,(602) 816-2561,TRUCKING602@HOTMAIL.COM,1337383,3758960,16196 W MARICOPA ST,AZ,GOODYEAR,05-NOV-21,11/10/2021,20211129,1,1,30-NOV-21
NEW BEGINNINGS TRUCKING LLC,(602) 565-3049,LODY1.LA@GMAIL.COM,1337508,3644717,5007 W HARWELL RD,AZ,LAVEEN,27-MAY-21,11/10/2021,20211129,1,1,05-NOV-21
ARIZONA HIGH DESERT TRUCKING LLC,(928) 713-1757,ARIZONAHIGHDESERT@GMAIL.COM,1337669,2954616,390 W ANASAZI TRL,AZ,PAULDEN,14-DEC-16,11/10/2021,20211129,1,2,05-NOV-21
RIM TOP TRANSPORT LLC,(602) 918-3761,RIMTOPTRANSPORT@GMAIL.COM,1338674,3760656,4007 W THUNDERBIRD RD,AZ,PHOENIX,08-NOV-21,11/12/2021,20211129,1,2,03-DEC-21
YLE EXPRESS LLC,(661) 390-6930,LUIAYALA27@GMAIL.COM,1312757,3725136,5908 W COLUMBUS AVE,AZ,PHOENIX,17-SEP-21,09/22/2021,20211122,1,1,17-SEP-21
SUCDI TRANSPORTATION LLC,(602) 535-6024,OMAR60211@YAHOO.COM,1322673,3738817,3606 E VAN BUREN ST APT 113,AZ,PHOENIX,07-OCT-21,10/13/2021,20211122,1,1,07-OCT-21
TRAVELED ROAD ENTERPRISES LLC,(602) 299-1245,TRAVELEDROADSENT@GMAIL.COM,1327309,3745223,1659 E INDIAN SCHOOL RD,AZ,PHOENIX,16-OCT-21,10/20/2021,20211122,2,2,21-OCT-21
STRIX TRANSPORTATION LLC,(602) 501-9149,STRIXTRANSPORTATION@GMAIL.COM,1332351,3752048,14677 W CORRINE DR,AZ,SURPRISE,26-OCT-21,10/29/2021,20211122,1,1,26-OCT-21
FNR TRANSPORTATION LLC,(520) 330-4642,VAADA2008@HOTMAIL.COM,1253414,3644079,1830 N MARBLE RIDGE PL,AZ,TUCSON,26-MAY-21,06/01/2021,20210805,1,1,26-MAY-21
ESTRADA & SON'S 369 LLC,(520) 678-6927,KIKYPESADO1234@OUTLOOK.COM,1263432,3657886,1002 E 15TH STREET,AZ,DOUGLAS,15-JUN-21,07/20/2021,20210805,1,1,08-SEP-21
MICHAEL JACK MURPHY,(562) 843-2331,MMURPHY1492@GMAIL.COM,1275058,3674677,6325 W MAGNOLIA ST,AZ,PHOENIX,08-JUL-21,07/13/2021,20210805,1,1,10-SEP-21
UBI EXPRESS LLC,(602) 349-7311,UBIEXPRESSLLC602@GMAIL.COM,1275070,3674384,1652 N 52ND ST APT 37,AZ,PHOENIX,08-JUL-21,07/13/2021,20210805,1,1,05-AUG-21
RR DELIVERY SERVICES LLC,(602) 327-6047,RAULROCHATAFOYA@GMAIL.COM,1277327,3676991,8228 N 34TH DR,AZ,PHOENIX,12-JUL-21,07/15/2021,20210805,1,1,28-JUL-21
COWBOYS TRANSPORTATION & DELIVERY LLC,(623) 385-9883,BATOUL_HAWRA@YAHOO.COM,1179480,3536925,4608 W MARYLAND AVE #1155,AZ,GLENDALE,16-DEC-20,03/15/2021,20210607,1,1,08-JAN-21
EAGLE CREEK TRANSPORT LLC,(928) 551-2502,GOWITHTHEEAGLE@GMAIL.COM,1210075,3581721,153 FAIRGROUNDS RD,AZ,DUNCAN,04-MAR-21,03/09/2021,20210607,1,1,03-JAN-22
Y & A EXPRESS SERVICES LLC,(602) 521-2707,Y.A.EXPRESSSERVICES@GMAIL.COM,1218693,3594490,2614 N 88TH LN,AZ,PHOENIX,22-MAR-21,03/25/2021,20210607,1,1,22-MAR-21
